popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
46,0.203,0.485,294754.0,0.621,3.63e-06,9,0.123,-5.114,0,0.0254,20344,0.114
66,0.64,0.639,259227.0,0.332,0.0,8,0.0518,-11.482,0,0.378,20830,0.866
53,0.761,0.638,210053.0,0.407,0.212,3,0.126,-11.3,0,0.0265,2436,0.285
19,0.99,0.275,305747.0,0.021,0.932,3,0.0714,-32.416,1,0.0388,25555,0.0676
17,0.821,0.705,372768.0,0.377,0.0,8,0.974,-13.674,1,0.947,4267,0.577
30,0.71,0.597,,0.412,0.91,3,0.103,-12.324,1,0.0574,10297,0.342
46,0.00168,0.514,217293.0,0.91,0.00187,10,0.224,-2.978,1,0.0714,26227,0.472
0,0.491,0.487,,0.316,0.0,0,0.102,-13.845,0,0.0256,18998,0.361
42,0.833,0.861,81476.0,0.369,0.0263,3,0.0938,-14.471,1,0.0435,3755,0.444
40,0.685,0.61,,0.453,1.01e-05,3,0.0648,-9.736,0,0.0586,19530,0.728
54,0.874,0.439,232105.0,0.338,1.62e-05,2,0.141,-10.266,0,0.0378,8558,0.133
49,0.0183,0.422,361707.0,0.86,0.000686,0,0.209,-6.778,0,0.0751,5281,0.202
58,0.645,0.828,,0.668,0.0,3,0.165,-8.248,0,0.196,26227,0.598
67,0.44,0.425,215867.0,0.479,0.000109,5,0.378,-12.22,0,0.0419,6070,0.279
31,0.816,0.636,212813.0,0.84,0.00286,5,0.425,-8.965,0,0.0415,10678,0.887
21,0.807,0.462,493507.0,0.721,0.0,11,0.858,-14.967,0,0.95,17556,0.291
58,0.165,0.537,,0.487,1.66e-05,10,0.0817,-9.183,0,0.0297,24425,0.207
59,0.744,0.512,129800.0,0.315,0.231,2,0.118,-12.003,1,0.0344,5775,0.215
68,0.0458,0.537,232173.0,0.656,2.54e-06,2,0.112,-5.863,1,0.0411,10676,0.45
28,0.995,0.4,261360.0,0.0279,0.79,6,0.0902,-25.527,1,0.0525,17573,0.0933
8,0.971,0.333,798093.0,0.153,1.78e-05,11,0.238,-16.788,0,0.0482,7730,0.0687
56,0.106,0.533,,0.666,0.0,9,0.127,-6.27,0,0.365,12824,0.587
70,0.346,0.708,279987.0,0.672,1.97e-05,10,0.382,-5.538,0,0.0352,9019,0.963
50,0.745,0.697,145427.0,0.676,0.000511,3,0.263,-5.273,0,0.0436,26227,0.705
67,0.22,0.625,196570.0,0.626,0.0,10,0.228,-5.281,0,0.0293,26227,0.282
43,0.973,0.503,,0.059,0.0,0,0.103,-16.131,0,0.0497,18479,0.331
37,0.505,0.727,181093.0,0.781,0.857,10,0.329,-4.675,1,0.0377,4342,0.821
26,0.798,0.399,,0.603,0.0,1,0.178,-6.777,0,0.0474,14022,0.888
52,0.895,0.771,151333.0,0.158,0.0,9,0.144,-10.374,1,0.0621,26227,0.504
75,0.0602,0.474,,0.741,0.0,9,0.115,-3.69,0,0.111,14721,0.402
45,0.335,0.651,192741.0,0.908,1.46e-05,8,0.0624,-2.894,1,0.0604,25039,0.701
25,0.758,0.72,135400.0,0.46,0.0,0,0.705,-10.464,0,0.925,3987,0.682
27,0.977,0.696,172627.0,0.153,0.00138,7,0.12,-19.335,0,0.0399,2811,0.386
0,0.172,0.768,219840.0,0.497,0.0,8,0.089,-6.144,0,0.0547,18026,0.345
45,0.967,0.712,173493.0,0.324,0.903,11,0.0941,-12.299,0,0.0387,14328,0.649
49,0.011,0.532,,0.829,2.05e-06,4,0.0802,-3.099,0,0.0327,5219,0.264
34,0.409,0.673,325067.0,0.778,8.24e-06,3,0.0775,-6.601,0,0.0337,23935,0.927
32,0.13,0.6,232347.0,0.489,9.57e-05,6,0.119,-6.775,0,0.0307,5725,0.365
32,0.609,0.518,371267.0,0.199,0.0517,1,0.117,-12.038,0,0.0387,4532,0.149
34,0.0263,0.752,230507.0,0.722,0.00396,3,0.0644,-7.507,1,0.207,5094,0.557
26,0.792,0.064,268720.0,0.199,0.833,10,0.116,-18.429,0,0.0345,16818,0.111
6,0.812,0.202,275533.0,0.223,2.75e-05,5,0.187,-16.747,0,0.0425,20261,0.0591
5,0.896,0.384,108773.0,0.344,0.00637,10,0.154,-12.862,1,0.0642,20660,0.189
35,0.737,0.561,232507.0,0.201,0.55,0,0.112,-16.548,1,0.0623,20985,0.538
21,0.645,0.437,303000.0,0.899,0.0,9,0.936,-11.51,1,0.922,16179,0.275
67,0.061,0.765,226133.0,0.403,0.00559,2,0.204,-10.946,1,0.167,19752,0.295
55,0.00154,0.793,,0.72,0.506,2,0.419,-9.904,1,0.0535,5214,0.366
5,0.104,0.586,100639.0,0.934,0.896,4,0.118,-8.98,0,0.0457,14379,0.71
38,0.444,0.365,452747.0,0.632,0.708,2,0.127,-6.574,0,0.0303,7717,0.289
63,0.414,0.421,341627.0,0.661,1.16e-06,0,0.0962,-13.126,0,0.0433,273,0.554
48,0.0111,0.488,191793.0,0.855,0.0,10,0.186,-3.131,0,0.0387,14671,0.276
13,0.967,0.257,251667.0,0.144,0.000577,1,0.123,-20.401,0,0.0436,20515,0.0845
32,0.203,0.34,237813.0,0.416,0.332,10,0.37,-11.02,1,0.0268,1423,0.113
42,0.0353,0.694,251773.0,0.707,0.0445,2,0.267,-6.079,1,0.0774,26227,0.428
61,0.159,0.536,367931.0,0.686,0.0,8,0.158,-6.734,1,0.459,11891,0.285
25,0.988,0.431,257027.0,0.0405,1.01e-06,5,0.0966,-20.818,0,0.0519,5834,0.177
11,0.975,0.361,163800.0,0.116,3.1e-05,0,0.166,-19.114,0,0.101,23636,0.169
39,0.0128,0.371,279429.0,0.579,0.905,5,0.109,-11.447,0,0.0449,10298,0.0616
12,0.00116,0.625,123000.0,0.586,0.833,2,0.158,-8.473,0,0.03,22717,0.566
75,0.619,0.389,,0.476,5.09e-05,0,0.255,-9.342,0,0.0316,11826,0.566
8,0.949,0.329,424467.0,0.133,0.858,7,0.0784,-21.529,0,0.0553,23939,0.299
22,0.926,0.271,165773.0,0.122,0.916,6,0.105,-19.128,0,0.0399,10844,0.353
28,0.989,0.291,,0.177,0.89,1,0.108,-22.536,1,0.0355,9312,0.158
7,0.963,0.488,,0.0214,0.0,1,0.332,-30.221,0,0.22,17463,0.123
19,0.653,0.582,,0.916,0.0,4,0.837,-5.223,0,0.934,23059,0.356
71,0.0759,0.66,214227.0,0.666,0.0,0,0.0268,-4.342,0,0.0472,23012,0.933
57,0.715,0.268,,0.353,0.0,3,0.293,-9.447,1,0.0312,14609,0.513
13,0.889,0.486,93733.0,0.646,5.95e-05,1,0.863,-16.586,1,0.779,3806,0.24
75,0.0228,0.845,264947.0,0.506,1.03e-06,4,0.0879,-5.971,0,0.0409,25974,0.647
20,0.678,0.602,,0.708,0.0,4,0.881,-11.622,0,0.952,20119,0.43
56,0.639,0.387,136343.0,0.706,0.00404,0,0.285,-8.74,0,0.128,26227,0.588
44,0.787,0.65,205007.0,0.453,1.02e-05,5,0.291,-6.905,0,0.0483,26227,0.391
64,0.142,0.621,176027.0,0.678,0.0,11,0.098,-4.104,0,0.197,22612,0.0883
50,0.666,0.475,326293.0,0.303,0.0765,7,0.112,-13.39,1,0.0313,19315,0.57
27,0.988,0.177,266427.0,0.0936,0.912,0,0.1,-23.793,0,0.0478,5167,0.0394
52,0.161,0.61,168213.0,0.382,0.000101,8,0.126,-9.591,1,0.196,17815,0.59
27,0.196,0.688,165947.0,0.555,0.557,4,0.294,-6.014,0,0.0612,20016,0.643
44,0.733,0.604,,0.497,0.0,2,0.603,-7.432,1,0.0753,2649,0.633
39,0.122,0.839,,0.864,0.486,8,0.0781,-6.199,1,0.0471,5261,0.942
51,0.943,0.545,125440.0,0.128,0.0225,3,0.0987,-13.163,0,0.0393,4936,0.327
57,1.5e-05,0.179,249467.0,0.953,0.00109,8,0.363,-2.686,0,0.202,12533,0.337
24,0.941,0.556,358240.0,0.528,0.0,5,0.766,-14.594,0,0.954,24817,0.329
49,0.405,0.59,,0.717,0.0,7,0.34,-6.191,0,0.066,2821,0.281
0,0.993,0.207,152013.0,0.0159,0.833,5,0.069,-35.938,1,0.0456,22140,0.236
39,0.625,0.563,,0.341,0.000249,3,0.137,-8.445,0,0.0309,19302,0.712
67,0.329,0.561,161600.0,0.732,0.000228,10,0.0755,-6.178,0,0.0281,4911,0.671
26,0.925,0.485,,0.307,0.015,0,0.109,-12.69,0,0.0342,19508,0.437
46,0.231,0.716,166639.0,0.693,0.0133,7,0.149,-9.693,0,0.0771,26227,0.538
43,0.0138,0.598,,0.8,0.0,8,0.0579,-5.687,1,0.0382,24730,0.679
17,0.959,0.216,222029.0,0.079,0.0265,4,0.154,-25.789,0,0.0393,21248,0.0374
72,0.862,0.389,273000.0,0.302,0.00567,10,0.104,-12.485,1,0.0438,6504,0.234
15,0.992,0.264,129093.0,0.00241,0.556,2,0.0897,-33.548,0,0.0486,8801,0.0374
76,0.475,0.653,308733.0,0.76,0.000129,2,0.0917,-6.086,0,0.0479,25682,0.6
26,0.64,0.667,118507.0,0.577,0.0,2,0.765,-7.695,1,0.703,25173,0.709
23,0.428,0.557,344398.0,0.482,0.000669,10,0.366,-10.024,0,0.0252,26227,0.497
32,0.99,0.405,220373.0,0.0521,0.917,11,0.133,-25.993,0,0.0376,5090,0.233
61,0.334,0.506,217613.0,0.526,0.000539,7,0.0907,-9.936,0,0.0285,7735,0.591
55,0.228,0.507,139560.0,0.985,3.31e-05,3,0.19,-2.392,0,0.153,12100,0.394
69,0.428,0.603,,0.494,0.000171,5,0.0894,-10.27,0,0.0301,26227,0.729
59,0.261,0.607,555883.0,0.469,0.4,4,0.0953,-10.248,1,0.0297,4839,0.485
66,0.00772,0.505,224333.0,0.833,7.9e-05,3,0.069,-4.632,0,0.0475,7967,0.565
43,0.648,0.479,230292.0,0.426,0.00611,4,0.176,-10.637,0,0.0259,915,0.314
38,0.0604,0.541,150187.0,0.655,0.0,7,0.0696,-11.3,1,0.0579,8038,0.728
46,0.0854,0.401,260613.0,0.549,0.0,7,0.103,-4.841,0,0.0284,10494,0.19
32,0.797,0.566,141027.0,0.921,0.0,7,0.836,-3.91,1,0.787,20807,0.595
16,0.835,0.511,145947.0,0.256,0.0,3,0.182,-10.753,0,0.0415,4901,0.27
53,0.0028,0.589,218190.0,0.941,0.00151,2,0.0896,-3.735,1,0.0509,6905,0.59
61,0.323,0.785,224165.0,0.686,1.83e-06,3,0.566,-7.748,0,0.0497,26227,0.838
43,3.46e-05,0.441,286920.0,0.936,0.819,11,0.215,-6.491,0,0.0471,26227,0.333
15,0.817,0.648,125440.0,0.172,0.434,7,0.223,-23.499,0,0.0492,3196,0.728
11,0.858,0.16,151267.0,0.0761,0.735,2,0.257,-19.47,1,0.0375,21981,0.0398
27,0.579,0.674,246280.0,0.627,0.731,5,0.127,-9.297,0,0.0359,24042,0.579
80,0.422,0.658,278180.0,0.294,5.2e-05,7,0.0749,-8.533,1,0.0321,17804,0.358
7,0.975,0.162,501628.0,0.0147,0.858,11,0.0665,-25.495,0,0.0459,8046,0.0321
21,0.805,0.46,153133.0,0.358,0.0,9,0.971,-23.64,0,0.908,25751,0.352
48,0.0133,0.583,219467.0,0.812,0.848,3,0.0458,-7.286,0,0.0792,24425,0.512
43,0.00232,0.51,207933.0,0.973,0.0,9,0.105,-5.277,1,0.0617,24705,0.456
36,0.977,0.079,312200.0,0.0406,0.911,5,0.109,-24.441,1,0.0441,14771,0.0351
70,0.246,0.663,238200.0,0.853,0.0,11,0.208,-2.809,0,0.0878,15275,0.707
16,0.89,0.583,,0.956,0.0,9,0.951,-7.725,0,0.93,4741,0.219
7,0.992,0.354,255000.0,0.0121,0.911,1,0.0929,-33.019,0,0.0372,26227,0.0611
47,0.52,0.573,283057.0,0.67,0.806,11,0.321,-11.437,1,0.0331,25344,0.159
55,0.24,0.731,196619.0,0.563,0.0,3,0.088,-6.745,0,0.0306,26227,0.374
41,0.025,0.494,165933.0,0.79,0.164,10,0.185,-9.131,0,0.0295,11814,0.901
42,0.223,0.68,136121.0,0.382,2.87e-06,6,0.122,-11.088,0,0.0384,26227,0.554
51,0.327,0.736,195533.0,0.541,0.0,8,0.146,-7.72,0,0.0812,7801,0.668
49,0.0126,0.37,,0.713,0.111,11,0.0928,-8.041,0,0.0581,12322,0.54
5,0.82,0.33,249000.0,0.158,9.51e-05,2,0.15,-20.671,1,0.0554,1712,0.0767
54,2.55e-05,0.215,267998.0,0.974,5.19e-06,2,0.0682,-4.668,1,0.145,26227,0.312
35,0.891,0.247,445867.0,0.132,0.852,7,0.0565,-25.655,1,0.0338,16841,0.334
68,0.0932,0.693,,0.823,0.0,8,0.328,-3.761,0,0.0726,26227,0.741
64,0.00144,0.612,282027.0,0.867,0.0,10,0.329,-2.924,0,0.362,15221,0.371
42,0.385,0.395,426173.0,0.691,0.903,0,0.132,-11.898,1,0.0392,7555,0.0968
60,0.0978,0.54,195107.0,0.674,0.156,7,0.147,-8.734,0,0.0296,26227,0.165
31,0.881,0.591,178933.0,0.428,4.67e-05,5,0.123,-12.307,0,0.0403,19814,0.765
72,0.00988,0.708,177865.0,0.661,0.0,9,0.135,-5.028,1,0.11,12741,0.293
14,0.995,0.312,,0.0963,0.297,8,0.0872,-19.145,0,0.0456,404,0.0371
9,0.988,0.086,259692.0,0.00644,0.955,11,0.077,-32.76,0,0.0529,26227,0.027
0,0.98,0.319,123933.0,0.00922,0.00342,10,0.105,-29.853,1,0.0346,26227,0.169
48,0.169,0.768,213573.0,0.592,1.46e-05,8,0.112,-5.649,1,0.184,11496,0.788
56,0.0601,0.271,,0.454,0.789,11,0.154,-9.407,1,0.0309,18868,0.291
54,0.0303,0.849,,0.703,0.0,7,0.0831,-7.069,1,0.193,3961,0.405
30,0.757,0.529,658467.0,0.455,0.0,9,0.69,-16.656,0,0.943,20012,0.358
82,0.649,0.607,190027.0,0.478,0.0,4,0.0928,-5.702,1,0.031,22705,0.255
65,0.158,0.662,,0.614,0.00019,7,0.126,-9.621,0,0.204,26227,0.616
29,0.952,0.426,,0.0871,7.5e-05,10,0.0892,-17.146,1,0.0455,25233,0.256
46,0.494,0.519,209373.0,0.671,0.00256,3,0.329,-13.8,0,0.035,26227,0.808
31,0.978,0.344,216707.0,0.0715,2.76e-05,8,0.0894,-24.548,0,0.0652,21338,0.0486
58,0.186,0.638,151107.0,0.946,0.0,1,0.399,-3.685,1,0.315,21425,0.583
70,0.41,0.695,234507.0,0.869,0.0,11,0.237,-5.066,0,0.0483,6529,0.58
51,0.0597,0.729,184200.0,0.744,0.0,9,0.104,-3.931,0,0.0418,563,0.456
22,0.0209,0.348,461533.0,0.587,0.0818,0,0.486,-10.04,1,0.12,587,0.557
26,0.286,0.625,319320.0,0.29,0.254,5,0.396,-13.494,0,0.0298,20763,0.2
55,0.357,0.667,203368.0,0.452,0.000556,3,0.137,-10.035,0,0.027,26227,0.519
27,0.884,0.641,,0.777,0.0,4,0.891,-9.613,0,0.949,8779,0.307
66,0.913,0.443,,0.104,0.0,3,0.191,-17.042,0,0.101,18443,0.394
54,0.597,0.405,217347.0,0.354,0.0,1,0.0873,-9.21,0,0.0427,22558,0.135
41,0.611,0.464,158680.0,0.73,0.277,10,0.185,-5.379,0,0.0319,12246,0.74
19,0.907,0.373,223144.0,0.857,0.0,9,0.939,-9.016,1,0.951,18681,0.131
41,0.0414,0.436,236827.0,0.735,0.000165,3,0.184,-4.749,0,0.146,13411,0.632
31,0.913,0.157,215954.0,0.128,0.874,3,0.146,-19.553,1,0.0404,22073,0.0814
48,0.944,0.0724,414360.0,0.00997,0.604,10,0.096,-23.385,0,0.0476,16636,0.046
18,0.884,0.551,131120.0,0.386,0.0,11,0.683,-15.865,0,0.957,13716,0.65
36,0.369,0.666,,0.478,4.76e-06,9,0.0704,-6.896,1,0.0275,25783,0.647
34,0.906,0.186,154560.0,0.0198,0.961,10,0.519,-30.59,1,0.0355,663,0.0754
52,0.0329,0.716,306093.0,0.455,1.87e-06,5,0.0599,-7.148,1,0.0282,26227,0.226
54,0.0707,0.883,177587.0,0.451,0.0,2,0.517,-5.214,1,0.0902,2613,0.772
51,0.953,0.551,198479.0,0.0913,0.418,1,0.105,-22.134,1,0.0385,6265,0.0611
44,0.88,0.387,267600.0,0.255,0.00617,9,0.148,-13.713,0,0.0332,14927,0.631
42,0.911,0.0961,174760.0,0.0625,0.0657,7,0.0936,-23.993,1,0.0458,14501,0.0603
31,0.618,0.652,,0.599,4.24e-06,8,0.131,-5.353,0,0.0359,5776,0.413
47,0.581,0.617,505453.0,0.434,0.0,8,0.131,-7.257,1,0.031,2215,0.405
67,0.201,0.759,136760.0,0.733,0.0,1,0.13,-7.015,1,0.165,26227,0.411
15,0.492,0.651,109347.0,0.82,0.0,7,0.398,-8.969,1,0.256,17389,0.0762
49,0.994,0.315,338933.0,0.0096,0.959,0,0.0829,-31.019,0,0.0422,16793,0.104
39,0.00716,0.259,194821.0,0.971,0.0,2,0.393,-4.804,0,0.0989,5622,0.708
60,0.0895,0.488,221736.0,0.62,3.03e-05,3,0.122,-7.399,1,0.123,3128,0.378
76,0.193,0.856,180493.0,0.632,0.0,9,0.0688,-3.692,1,0.074,3140,0.697
16,0.664,0.456,235093.0,0.747,0.0,2,0.91,-13.529,1,0.957,26227,0.157
51,0.0706,0.706,,0.528,0.86,8,0.1,-10.493,1,0.0442,23412,0.448
32,0.987,0.155,304733.0,0.0581,0.89,6,0.0952,-26.549,0,0.0447,26227,0.0731
46,0.194,0.902,324818.0,0.569,0.283,7,0.0458,-6.522,1,0.155,21840,0.546
15,0.771,0.443,141200.0,0.967,0.0,6,0.956,-6.922,0,0.931,15382,0.311
27,0.761,0.36,315000.0,0.508,0.766,0,0.0895,-10.155,1,0.035,26227,0.517
49,0.000673,0.589,,0.797,0.0,4,0.0246,-4.213,0,0.173,14704,0.787
49,0.0648,0.712,208627.0,0.623,6.01e-05,2,0.125,-7.149,1,0.0361,5530,0.282
55,0.000367,0.401,224880.0,0.888,0.0,3,0.12,-3.793,0,0.0401,11597,0.365
10,0.724,0.703,249773.0,0.316,0.0,2,0.945,-18.665,0,0.941,8476,0.757
30,0.425,0.395,191867.0,0.692,0.231,11,0.315,-12.378,0,0.12,8524,0.816
70,0.132,0.859,194230.0,0.413,0.0,4,0.334,-7.399,0,0.182,3952,0.697
58,0.702,0.368,,0.686,0.779,5,0.124,-8.332,0,0.0723,15355,0.587
33,0.984,0.237,146360.0,0.0863,3.34e-05,11,0.114,-20.004,0,0.0422,23814,0.0788
79,0.158,0.855,,0.624,0.0,4,0.0513,-4.093,0,0.0488,4653,0.962
61,0.0762,0.374,319940.0,0.888,0.0,11,0.202,-3.197,0,0.12,11893,0.365
49,0.927,0.449,378373.0,0.11,0.000252,1,0.131,-12.32,0,0.0331,22594,0.162
54,0.317,0.56,280680.0,0.736,0.0,8,0.329,-6.967,1,0.266,23488,0.822
38,0.627,0.588,454667.0,0.638,0.0048,8,0.09,-8.774,1,0.0355,2250,0.928
23,0.927,0.109,127880.0,0.0299,0.273,3,0.12,-29.542,0,0.0419,14617,0.223
62,0.379,0.76,153725.0,0.227,0.0017,2,0.355,-8.327,1,0.15,25302,0.279
49,0.826,0.579,177400.0,0.252,0.0,9,0.0943,-10.044,0,0.0369,4491,0.336
14,0.886,0.451,163805.0,0.911,0.0,7,0.852,-8.529,0,0.877,21899,0.552
78,0.0064,0.687,214840.0,0.702,4.35e-05,10,0.204,-5.324,1,0.0455,7837,0.284
31,0.343,0.743,187187.0,0.753,0.000375,5,0.186,-6.913,0,0.0359,4991,0.727
41,0.99,0.288,289320.0,0.171,0.736,5,0.104,-14.13,0,0.0463,15109,0.144
42,0.967,0.573,206427.0,0.0307,4.11e-06,5,0.123,-20.581,1,0.0482,5880,0.334
55,0.582,0.823,238307.0,0.816,6.95e-06,7,0.235,-1.48,1,0.249,22615,0.485
71,0.0697,0.733,226581.0,0.676,0.0,1,0.208,-5.655,1,0.0432,26227,0.701
25,0.995,0.513,124680.0,0.00108,0.937,3,0.1,-43.787,0,0.467,9553,0.0579
34,0.991,0.162,,0.105,0.9,1,0.138,-22.347,0,0.0558,17309,0.0746
11,0.968,0.414,223664.0,0.504,0.00013,10,0.312,-8.416,1,0.0684,1238,0.537
51,0.0334,0.89,190088.0,0.73,0.0,11,0.0685,-5.056,1,0.325,3434,0.29
30,0.593,0.627,231840.0,0.64,0.00339,6,0.0708,-9.462,1,0.0435,26227,0.781
62,0.0661,0.554,230587.0,0.875,1.59e-05,5,0.118,-4.185,0,0.0487,5737,0.543
55,0.0462,0.313,273067.0,0.34,0.000465,9,0.0735,-15.315,0,0.0504,11467,0.407
51,0.037,0.68,337653.0,0.718,0.787,9,0.0823,-10.722,0,0.043,26227,0.092
40,0.707,0.408,314832.0,0.638,0.113,3,0.0688,-8.555,1,0.0606,9507,0.124
25,0.31,0.684,,0.514,0.0462,3,0.0533,-12.524,0,0.0348,3796,0.961
16,0.779,0.175,,0.228,0.841,3,0.157,-18.973,1,0.0361,9716,0.203
60,0.00316,0.569,205413.0,0.665,5.76e-06,4,0.267,-7.62,1,0.269,26227,0.343
68,0.0354,0.623,,0.829,0.0,6,0.0762,-4.613,1,0.0286,1879,0.779
31,0.836,0.449,,0.839,0.0,7,0.752,-5.404,1,0.899,16699,0.509
49,7.84e-06,0.195,204000.0,0.922,0.0785,3,0.11,-4.975,0,0.0579,26227,0.556
48,0.278,0.73,216546.0,0.731,0.0,6,0.258,-3.438,1,0.0279,8265,0.649
19,0.835,0.575,,0.935,0.0,9,0.703,-2.583,1,0.825,1776,0.521
7,0.945,0.404,231493.0,0.195,3.97e-05,7,0.382,-22.398,0,0.166,23319,0.287
42,0.979,0.44,135507.0,0.235,0.00563,4,0.18,-10.581,1,0.0301,3289,0.26
46,0.0191,0.529,330547.0,0.827,0.195,2,0.0938,-6.413,1,0.114,26227,0.585
60,0.00956,0.798,212253.0,0.492,0.0,2,0.166,-7.715,0,0.2,24792,0.129
27,0.335,0.656,,0.773,0.00142,4,0.155,-9.156,1,0.0363,3905,0.867
36,0.985,0.571,,0.0881,1.09e-06,8,0.129,-15.875,0,0.0375,20679,0.498
49,0.000799,0.536,185435.0,0.655,0.832,4,0.229,-3.713,0,0.0336,9405,0.552
52,0.68,0.786,257899.0,0.56,1.53e-05,0,0.085,-8.841,1,0.143,3246,0.522
48,0.00444,0.269,347627.0,0.811,0.0,10,0.046,-3.691,1,0.0515,14612,0.481
63,0.233,0.588,290600.0,0.522,0.0,0,0.24,-6.254,1,0.0383,26227,0.584
73,0.158,0.461,322000.0,0.653,0.0,9,0.197,-8.617,0,0.327,26227,0.588
8,0.946,0.407,414560.0,0.219,1.27e-06,8,0.157,-16.164,0,0.0807,689,0.352
12,0.98,0.416,448733.0,0.0577,0.934,10,0.076,-23.84,0,0.0421,26227,0.19
40,0.0103,0.642,210400.0,0.727,5.72e-06,0,0.209,-6.506,1,0.0245,8313,0.712
37,0.347,0.694,215658.0,0.628,3.49e-06,4,0.146,-7.615,0,0.0349,23038,0.704
54,0.322,0.663,277333.0,0.572,0.0,1,0.171,-10.593,1,0.102,4467,0.494
12,0.994,0.323,,0.298,0.865,4,0.0972,-13.661,0,0.0457,17669,0.311
64,0.0515,0.763,224787.0,0.82,4.65e-05,4,0.316,-4.873,1,0.0373,5181,0.905
35,0.38,0.508,205840.0,0.851,0.127,11,0.242,-5.335,0,0.0941,6508,0.518
75,0.0122,0.877,228373.0,0.547,1.51e-05,10,0.028,-5.705,0,0.18,25967,0.687
38,0.0345,0.434,,0.546,0.098,3,0.0935,-10.384,1,0.0379,26227,0.465
65,0.064,0.884,,0.579,2.38e-06,5,0.182,-6.847,0,0.299,11293,0.313
14,0.968,0.339,169000.0,0.138,8.66e-05,7,0.44,-20.567,1,0.059,8589,0.0704
25,0.829,0.641,485400.0,0.469,0.0,9,0.724,-10.891,0,0.941,26227,0.574
59,0.787,0.475,132760.0,0.285,0.00162,1,0.109,-13.93,1,0.117,12263,0.0902
62,0.224,0.473,243733.0,0.46,0.403,7,0.0802,-10.936,0,0.0263,10548,0.428
62,0.153,0.768,140512.0,0.43,0.0105,3,0.408,-9.84,0,0.407,12904,0.322
52,0.00843,0.468,,0.851,0.0,3,0.213,-4.069,0,0.152,15531,0.68
26,0.979,0.278,,0.0143,0.92,5,0.0915,-29.401,0,0.0504,18775,0.443
50,0.169,0.668,,0.843,0.0,3,0.195,-3.766,0,0.0268,11655,0.702
69,0.104,0.53,,0.707,0.0,1,0.105,-5.516,0,0.203,26227,0.696
16,0.641,0.731,100862.0,0.582,0.0,3,0.572,-9.185,0,0.864,18125,0.366
16,0.854,0.478,325093.0,0.761,9.03e-06,4,0.935,-17.686,0,0.92,7787,0.11
36,0.796,0.328,276613.0,0.0513,0.318,3,0.0992,-25.986,0,0.0334,26227,0.273
63,0.12,0.869,,0.691,0.0,10,0.102,-6.872,0,0.192,24720,0.875
42,0.97,0.492,,0.596,0.043,5,0.284,-4.038,0,0.0395,26227,0.548
55,0.358,0.665,308680.0,0.59,0.628,4,0.564,-6.831,1,0.0257,26227,0.577
14,0.437,0.651,,0.559,0.0,3,0.093,-5.891,0,0.0238,25524,0.524
65,0.0216,0.553,222213.0,0.711,0.0,3,0.142,-4.275,0,0.0378,26067,0.293
12,0.759,0.319,119693.0,0.0388,0.000318,11,0.174,-24.384,0,0.033,22665,0.24
59,0.903,0.392,203507.0,0.213,1.01e-06,0,0.12,-12.494,0,0.0415,185,0.312
10,0.547,0.664,467467.0,0.351,0.0,4,0.737,-13.849,0,0.925,1962,0.465
10,0.886,0.351,,0.0477,0.026,5,0.0715,-19.533,1,0.417,14769,0.0662
47,0.00331,0.445,276160.0,0.958,1.55e-06,2,0.877,-4.096,1,0.123,13656,0.455
65,0.75,0.67,,0.419,0.135,9,0.0976,-10.523,1,0.0751,18873,0.513
44,0.416,0.677,139760.0,0.457,0.0,0,0.0896,-9.42,1,0.24,19303,0.861
62,0.00213,0.598,229947.0,0.624,2.01e-06,1,0.117,-6.581,0,0.0543,7398,0.137
65,0.136,0.77,213348.0,0.752,9.33e-06,4,0.106,-6.468,0,0.15,26227,0.577
48,0.107,0.555,225360.0,0.756,0.621,8,0.297,-3.478,1,0.0329,21409,0.42
50,0.0445,0.555,294933.0,0.724,1.4e-05,0,0.186,-9.429,0,0.0288,3353,0.724
16,0.758,0.699,504173.0,0.281,0.0,1,0.602,-14.225,1,0.931,1976,0.554
48,0.00993,0.502,229404.0,0.975,0.0,9,0.874,-5.59,0,0.133,14148,0.491
28,0.326,0.598,299027.0,0.546,0.81,8,0.0954,-10.652,1,0.0357,26227,0.794
58,0.13,0.839,331347.0,0.888,0.000376,4,0.116,-4.181,0,0.116,3928,0.6
50,0.0102,0.65,370387.0,0.957,0.0125,0,0.193,-3.4,1,0.0439,26227,0.877
46,0.0489,0.763,,0.705,5.18e-06,5,0.126,-5.667,0,0.0401,25385,0.595
10,0.964,0.359,192107.0,0.0781,0.00944,0,0.171,-23.814,0,0.0645,2599,0.0783
60,0.0188,0.385,269920.0,0.59,4.23e-05,10,0.0556,-15.472,0,0.04,12892,0.765
61,0.0565,0.385,302133.0,0.71,7.24e-06,0,0.0632,-5.158,1,0.0805,11858,0.398
50,0.913,0.459,236867.0,0.164,0.0175,2,0.107,-19.289,0,0.0425,11478,0.271
64,4.93e-05,0.328,233987.0,0.939,0.0065,5,0.337,-1.654,1,0.0423,15538,0.329
44,0.0108,0.534,235733.0,0.862,0.0,4,0.104,-4.282,0,0.0486,1066,0.417
66,0.128,0.755,,0.772,0.0,9,0.157,-5.585,0,0.4,8621,0.678
44,0.295,0.671,277000.0,0.68,0.0,3,0.543,-3.875,1,0.0345,8353,0.384
